source,ticker,horizon,model,n,mae,rmse,dir_acc,corr,spearman_ic,bias
e2,AAPL,63,ens_best_recent_expanding,1512,0.1180151496773335,0.1513631912380268,0.6011904761904762,0.1262268131842117,0.0815595568646769,0.00572872319942957
e2,AAPL,63,ens_best_recent_last3,1512,0.11712372622877239,0.1504408936291187,0.6018518518518519,0.13943735954289074,0.09710548126620037,0.0023076546422157286
e2,AAPL,63,ens_equal_expanding,1512,0.11363906791047433,0.1467369544122922,0.6157407407407407,0.16551369802534485,0.1272522398906444,0.003014531314153253
e2,AAPL,63,ens_inv_mae_expanding,1512,0.11380828975071147,0.14663392706529618,0.6170634920634921,0.16648614842125714,0.12732267112483048,0.0037181381389126164
e2,AAPL,63,ens_inv_mae_last3,1512,0.11383122220834348,0.146625989914798,0.6164021164021164,0.16686609826898852,0.128976329710492,0.0039013463324314417
e2,AAPL,63,ens_mae_da_expanding,1512,0.11635473820144306,0.14828178289110008,0.625,0.14239831414609241,0.09225708491939869,0.00853483384398426
e2,AAPL,63,ens_mae_da_last3,1512,0.11666509384416476,0.14846130516913084,0.625,0.14314870800928714,0.09057866708875416,0.009765417737714754
e2,AAPL,63,ens_softmax_ic_expanding,1512,0.11481141591344056,0.14721699714468173,0.6058201058201058,0.173495441293168,0.11624682492712181,-0.0029302132252375644
e2,AAPL,63,ens_softmax_ic_last3,1512,0.11600435663647521,0.14869422326484957,0.6097883597883598,0.15872348965104896,0.10918219165406677,-0.0007471001786455439
e2,AAPL,63,huber@market,1512,0.12690043244671625,0.16559308583578655,0.6025132275132276,-0.026281076908996424,0.053746214364557135,0.021309663512544534
e2,AAPL,63,huber@sent,1512,0.12733637519234273,0.1667810418459286,0.546957671957672,0.1353096212938882,0.07530179981728288,-0.0012426813179811772
